"","SP_1","SP_2","SP_3","EC_1","EC_2","EC_3","Zy12_1","Zy12_2","Zy12_3","Zy24_1","Zy24_2","Zy24_3","AC_1","AC_2","AC_3","BC_1","BC_2","BC_3"
"GRMZM2G362163",0,0,0,0,0,1,3,2,1,2,0,3,2,0,0,2,2,0
"GRMZM2G153569",434,701,498,2631,2535,9135,3743,4858,3174,5973,5847,5898,9552,5612,6427,6892,6002,7456
"GRMZM2G153552",1,1,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
"GRMZM2G050286",0,0,0,0,1,0,30,37,13,39,33,48,5,1,6,20,15,19
"GRMZM2G700603",0,0,0,0,0,0,0,25,10,0,4,0,0,7,0,0,0,0
"GRMZM2G308999",0,1,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0
"GRMZM5G854731",35,78,42,1,0,1,22,30,15,40,22,89,21,30,10,40,29,34
"GRMZM2G179679",6,0,0,0,0,0,2,10,0,0,0,0,0,0,0,0,1,0
"GRMZM2G360794",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G061718",77,238,152,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0
"GRMZM2G131152",2194,3474,2487,215,297,605,332,428,128,364,284,207,1346,842,1606,1291,1078,1092
"AC186611.4_FG005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G165567",0,1,15,135,44,105,185,78,265,414,350,208,165,307,245,147,337,152
"GRMZM2G143747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0
"GRMZM2G110584",0,0,0,175,220,135,152,354,197,265,299,483,386,185,192,174,260,161
"GRMZM2G110553",0,0,0,0,0,6,0,0,0,0,1,0,0,0,5,0,0,0
"GRMZM2G080851",0,9,1,0,44,118,19,30,8,89,71,0,6,0,164,1,73,61
"GRMZM2G012498",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G044947",0,0,0,15,0,0,9,562,6,0,2,2,2,0,2,0,0,0
"GRMZM2G044775",834,1081,743,186,323,1346,187,441,140,406,430,385,522,678,360,267,420,343
"GRMZM2G150201",63,0,55,431,534,953,427,558,329,900,913,641,2050,2550,2423,2401,2524,1775
"GRMZM2G157629",100,136,133,11,388,129,54,76,33,0,20,0,36,1,3,0,6,0
"GRMZM2G157705",11,32,9,486,198,191,594,452,451,811,749,1005,376,293,315,417,338,230
"GRMZM2G350265",6,2,0,139,8,107,146,224,54,209,293,221,281,216,193,181,182,151
"GRMZM2G154463",0,0,0,1,43,67,8,25,3,23,7,1,14,13,6,7,15,19
"GRMZM2G324727",0,0,0,2,0,1,4,0,1,1,0,1,0,2,0,0,1,0
"GRMZM5G856391",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G170552",37,58,77,8,0,13,14,6,0,1,0,2,2,38,16,13,1,2
"GRMZM2G049013",7,2,23,459,1239,1032,1923,1563,1052,2244,2505,2088,2433,1493,1421,1765,1702,1926
"GRMZM2G060999",18,30,42,3,0,21,278,406,273,1142,915,898,498,325,512,594,340,502
"GRMZM2G029756",0,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
"GRMZM2G439773",0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
"GRMZM2G139565",0,0,0,0,0,1,43,8,8,20,34,25,2,1,1,8,1,0
"GRMZM2G139574",0,0,0,27,29,24,880,1166,919,560,298,491,74,34,17,68,97,90
"AC203148.3_FG005",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G407522",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G575809",4,8,0,26,0,7,2,28,17,8,2,18,11,7,6,9,7,16
"GRMZM5G806947",164,324,392,437,464,827,798,928,1003,1191,1065,983,1018,1532,1542,982,1197,988
"GRMZM5G812265",1,1,4,14,0,0,30,10,2,4,0,0,3,6,0,4,3,8
"GRMZM2G389878",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"GRMZM2G389880",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"GRMZM5G845296",6,3,5,0,1,3,0,0,1,1,4,0,2,1,0,1,3,2
"GRMZM2G149286",0,41,17,444,293,292,508,884,362,1027,1095,677,728,587,584,484,519,491
"GRMZM2G149211",812,1189,856,1404,805,797,1329,1126,976,1321,1437,942,711,744,751,460,640,376
"GRMZM2G145752",13,93,60,179,68,216,674,661,791,1228,1447,1549,573,1525,1298,670,1322,780
"GRMZM2G452671",11,26,23,24,8,14,42,11,29,52,54,45,16,12,10,9,22,3
"GRMZM2G074331",1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"GRMZM2G074377",14,0,20,54,3,1,68,129,10,526,329,555,1073,520,450,724,484,462
"GRMZM2G402171",0,2,0,28,14,8,57,110,35,57,42,40,160,75,122,75,81,123
"GRMZM2G084489",0,0,3,447,683,988,323,523,109,629,531,497,805,603,1135,750,570,840
"GRMZM2G134230",128,243,235,3197,3220,3190,2372,3361,2148,2642,2707,3051,973,874,507,942,870,702
"GRMZM2G140590",970,1151,1184,717,542,1898,983,1131,581,969,850,595,489,920,908,1039,801,386
"GRMZM5G820460",5,5,8,452,59,146,361,426,185,288,233,298,92,72,34,70,107,49
"GRMZM2G019328",20673,26677,21729,1719,794,1210,2004,2438,1894,2149,2387,3373,1272,928,369,623,723,705
"GRMZM2G019596",4206,5775,5100,785,2094,1674,765,1018,521,1358,727,984,1830,903,1040,1422,1240,1568
"GRMZM2G091980",20,0,0,3,0,0,4,0,4,17,10,3,0,0,0,0,0,0
"GRMZM2G092000",306,543,355,83,6,98,172,140,129,288,390,262,219,268,223,172,169,96
"GRMZM2G167689",4,1,0,0,0,0,0,0,0,0,0,22,0,0,137,0,30,0
"GRMZM2G111396",0,0,0,0,0,0,5,0,0,2,2,0,0,0,0,0,0,0
"GRMZM2G111411",157,211,224,2751,1558,3263,3145,3479,1898,3015,3044,4055,2451,1678,1211,2458,2695,2247
"GRMZM2G413687",0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,12,0,0
"GRMZM2G010319",0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G010452",3965,5462,5052,1227,5986,5635,2392,3205,1834,10334,8042,6405,27956,14842,24580,23023,15906,20389
"GRMZM2G009370",9,6,47,21,0,32,42,68,16,15,11,5,17,10,3,22,9,7
"GRMZM2G363253",0,0,0,68,30,100,19,181,137,172,50,104,439,330,130,421,270,179
"GRMZM2G174370",9,0,0,1577,497,641,1636,1800,994,2260,2231,2193,1620,841,739,835,765,742
"GRMZM2G166176",0,0,0,0,8,0,490,341,816,393,927,505,146,139,34,34,126,84
"GRMZM2G160763",0,0,0,0,0,0,0,1,18,0,0,2,0,0,3,0,0,0
"GRMZM2G038401",419,807,611,2698,3561,3829,2680,4187,1968,4179,4038,4094,4448,3378,3632,3423,3594,3731
"GRMZM2G055489",14780,19290,17308,4678,24734,17580,2784,4362,1319,2935,3596,3269,6791,5314,7169,5891,4079,4726
"GRMZM2G055462",201,210,224,3,24,7,0,0,0,0,0,0,26,16,0,6,12,0
"GRMZM2G082384",0,0,0,57,27,24,102,112,74,1103,764,435,1058,443,789,1127,487,781
"GRMZM2G382792",336,648,370,64,266,104,198,242,118,370,233,198,119,291,226,321,137,101
"GRMZM2G421415",0,0,0,0,0,3,38,155,8,14,19,24,16,4,4,23,8,11
"GRMZM2G009936",1,25,0,6982,7395,7814,6653,7279,4770,8415,8394,8441,12435,7089,6655,9743,9418,9962
"GRMZM5G802801",3,2,4,249,18,86,692,535,485,180,253,373,76,21,22,26,77,26
"GRMZM5G874500",749,671,774,2943,2186,3533,2383,3535,1999,4158,4029,3939,4402,3896,4427,4654,3610,2935
"GRMZM2G008032",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
"GRMZM2G700614",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G007276",199,318,274,4096,9769,7077,3352,5717,2363,4785,4996,4198,5121,4660,4152,4974,4273,4373
"GRMZM2G336908",10,3,1,54,4,16,22,19,12,14,20,24,1,13,0,5,9,5
"GRMZM2G035202",382,767,577,389,1182,936,218,598,232,392,337,487,504,277,300,637,360,482
"GRMZM5G883149",9002,12389,10114,1612,5686,3900,1342,2451,644,1942,1983,1807,3955,2126,2531,3264,2509,2568
"GRMZM5G886109",3832,6384,4431,1610,979,895,2128,2327,1659,2495,2899,2708,1602,1388,1028,1242,1127,1062
"GRMZM5G879851",0,0,0,0,0,0,4,7,0,1,2,3,0,2,0,0,3,0
"GRMZM2G178815",0,1,0,2,0,3,1,14,1,1,1,9,0,0,0,0,3,0
"GRMZM2G178803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G090563",0,0,1,0,0,0,0,0,0,1,6,15,0,1,0,7,4,10
"GRMZM2G390400",3427,4160,4544,588,426,879,790,558,562,1162,994,783,1573,1011,1140,1115,930,625
"GRMZM2G090732",36,51,33,3,0,8,3,0,3,0,0,13,0,0,2,0,0,0
"GRMZM2G175349",4,3,6,14,0,2,62,83,36,49,68,53,43,86,39,12,55,35
"GRMZM2G538922",0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G095905",0,0,0,0,47,169,3,9,5,11,55,7,560,335,376,339,203,511
"GRMZM2G095921",0,0,0,896,1373,1507,796,959,594,1498,1126,1045,3139,2258,2387,1715,1304,1658
"GRMZM2G422641",477,604,613,49,44,7,2,9,26,27,44,29,134,6,61,167,2,179
"AC206698.2_FG002",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G540732",24,48,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G051050",2853,3570,3205,155,313,791,275,360,293,272,374,303,712,881,882,932,1040,678
"GRMZM2G051045",3,19,7,0,20,8,4,12,5,0,5,0,0,0,1,0,2,2
"GRMZM5G833625",7,26,6,1,79,191,0,0,1,8,42,1,2,0,0,1,3,0
"GRMZM2G163561",1613,2717,2015,2124,5556,3982,2034,2570,1483,3871,2846,3941,9404,5456,5711,7449,6232,7449
"GRMZM2G163658",67,32,79,643,682,597,683,481,466,807,705,890,639,549,840,397,538,363
"GRMZM2G328988",6828,10946,10155,1759,1734,2408,1588,2296,953,1729,2028,1987,3516,3809,3614,3704,2698,2531
"GRMZM2G064426",13,4,13,522,96,107,412,908,374,548,516,476,505,364,191,302,253,332
"GRMZM2G063896",2668,2545,3388,1299,82,782,868,1004,977,2381,2825,3061,1175,1422,579,1342,2433,1287
"GRMZM2G068091",222,131,286,44,40,81,97,60,53,51,86,53,53,96,30,88,91,40
"GRMZM2G068192",780,1043,1213,283,511,387,307,186,206,219,302,377,58,159,23,198,116,114
"GRMZM5G865672",237,405,255,0,24,0,0,20,0,0,0,0,4,0,0,0,0,0
"GRMZM2G030673",7,2,12,0,34,25,62,73,65,36,22,123,175,190,64,114,188,349
"GRMZM2G173874",2304,3090,2909,994,296,1888,2924,4658,1908,3394,3826,3601,1886,2291,1692,2466,1974,1760
"GRMZM2G179728",0,0,0,0,0,0,19,0,21,4,2,0,3,0,0,0,1,0
"AC197705.4_FG011",544,806,657,365,16,53,136,136,38,247,101,71,278,247,224,97,218,185
"AC197705.4_FG003",0,0,0,54,0,10,25,29,1,22,32,52,16,0,4,10,16,5
"AC197705.4_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC197705.4_FG001",0,0,0,278,6,32,688,957,599,2539,1889,1315,616,518,559,537,807,287
"AC197705.4_FG006",113,159,97,138,72,104,334,219,246,386,537,428,193,197,261,201,228,245
"AC197705.4_FG007",40,50,24,1127,756,699,1151,1661,969,1719,1770,1869,965,698,631,783,696,546
"AC197705.4_FG008",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G047699",1906,2093,1905,4891,1,4,14,5,15,10,15,0,20,1,0,0,2,0
"GRMZM2G047842",0,4,0,1598,10781,21772,337,580,222,2786,3754,499,11,6,1,8,15,5
"GRMZM2G009968",0,0,0,9,4,1,40,18,29,30,17,15,10,9,1,3,3,7
"GRMZM2G162112",127,336,221,37,20,11,46,87,48,52,44,69,45,54,38,28,35,34
"GRMZM2G162109",0,0,0,0,0,0,1,70,26,6,3,22,0,3,0,0,2,1
"AC204277.3_FG006",609,605,469,364,204,270,1044,1695,569,1298,581,697,719,719,625,574,613,539
"GRMZM5G831519",7,14,7,48,5,11,43,110,87,53,104,176,14,27,17,37,39,14
"GRMZM2G366851",4,0,8,0,0,0,0,0,0,4,0,9,0,0,1,0,0,0
"GRMZM2G065566",0,2,3,81,127,42,952,961,922,672,1330,533,214,627,338,123,296,346
"GRMZM2G065593",746,1210,701,1623,278,398,883,1275,627,991,667,922,410,430,352,493,451,348
"GRMZM2G034120",0,2,0,160,4,11,3,30,21,71,63,58,186,87,69,51,77,97
"GRMZM2G034019",812,1110,1105,135,564,826,312,432,361,629,646,579,1212,928,962,919,984,939
"GRMZM2G413066",0,1,3,2,9,10,4,1,1,7,4,7,1,2,0,1,0,3
"GRMZM2G113554",26,57,29,51,0,4,26,156,30,128,97,266,309,294,89,108,91,102
"GRMZM2G162445",69209,81261,79042,322,644,1030,3780,4558,2115,1545,1773,2578,11680,8292,10642,14826,5077,5653
"GRMZM2G162466",0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0
"GRMZM5G827266",1314,1805,1563,6335,866,11982,7374,10318,5886,10389,9018,8873,18586,11378,10525,12978,10871,12470
"GRMZM2G162668",104,124,204,260,135,294,187,310,149,229,173,295,199,239,340,301,220,176
"GRMZM2G034421",0,0,0,0,0,0,0,0,0,49,32,21,55,320,152,14,86,93
"GRMZM2G432583",2,0,0,1,0,0,9,3,13,22,50,49,11,57,10,1,58,0
"GRMZM2G132759",11395,14680,11571,2033,5705,4133,3524,5017,2925,4538,5245,4124,6366,7854,7547,5125,6157,5436
"GRMZM2G132663",589,982,704,196,251,410,172,219,81,444,333,265,713,298,412,241,324,570
"GRMZM2G082721",0,0,0,0,107,27,20,13,1,0,8,0,0,0,0,0,5,3
"GRMZM2G122569",3,3,0,283,233,237,150,596,168,295,318,513,255,165,129,186,211,168
"GRMZM2G422836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G466667",5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G138844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G138840",2,0,0,2,1,32,70,45,9,205,244,184,656,463,477,637,604,548
"GRMZM2G440009",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC218940.2_FG004",1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2
"GRMZM2G138817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G142584",355,589,608,6,3,3,182,100,63,23,92,73,26,0,0,9,5,4
"GRMZM2G142640",28,52,40,4821,2709,2873,4379,4329,2844,4317,4001,6142,3593,2435,1399,3038,3204,3107
"GRMZM2G162868",1,0,2,0,0,0,12,240,13,21,14,28,2,0,8,0,1,4
"AC234155.1_FG003",0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
"AC234155.1_FG002",0,0,0,0,0,0,38,9,8,0,0,0,10,0,7,0,0,0
"GRMZM2G300589",9,27,1,64,49,141,1046,1295,1942,1659,1730,1041,970,965,445,369,726,840
"GRMZM2G161009",497,802,541,501,411,1282,870,1806,737,1157,976,903,2071,1711,1355,1461,1163,1349
"GRMZM2G161019",264,282,391,515,374,914,993,1309,702,1027,1260,599,830,1286,1626,1236,1725,932
"GRMZM2G161040",6,0,22,331,132,763,786,484,911,1145,798,529,1535,2226,1259,849,1934,301
"GRMZM2G405844",0,0,0,0,0,0,0,0,0,0,3,4,0,5,1,3,11,0
"GRMZM2G103793",0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"GRMZM2G140577",103,92,94,1025,2726,2542,680,1065,402,1593,1100,1231,4928,2742,4836,4114,2760,2726
"GRMZM2G441548",0,1,0,98,0,0,45,49,69,65,78,72,54,64,19,27,34,51
"GRMZM2G005557",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G004703",669,837,643,2330,6821,4737,3173,3816,1879,4980,4330,4200,10997,7627,7938,10101,8194,9512
"GRMZM2G073347",0,1,0,6,0,2,34,18,21,28,18,10,2,7,5,0,18,1
"GRMZM2G073324",0,0,0,0,1,4,3,4,3,4,3,4,0,0,0,0,2,0
"GRMZM2G062555",16,27,23,274,101,150,931,894,797,894,831,876,147,277,147,244,362,332
"AC201832.3_FG006",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G034815",0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0
"GRMZM2G034647",194,153,65,0,0,11,94,250,263,4094,2716,3949,1193,1067,789,1617,1120,1579
"GRMZM2G325296",0,0,1,1,0,0,0,0,0,1,2,0,2,0,0,3,2,0
"GRMZM2G080731",0,0,0,0,0,0,82,9,69,11,76,0,0,57,3,1,15,6
"GRMZM2G036980",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G340224",177,153,147,8,0,0,0,13,16,8,41,21,18,129,1,0,12,6
"GRMZM2G025459",40,82,35,3,2,14,9,103,64,33,2,54,75,192,211,1,232,173
"GRMZM5G808787",2172,2898,3460,751,1227,1018,864,1416,463,651,547,238,8164,6535,7634,6216,6901,6459
"AC199217.3_FG004",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G436864",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"GRMZM2G088336",466,612,890,317,44,98,649,655,410,437,342,299,1140,1564,1719,902,1323,994
"AC187099.5_FG005",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"GRMZM2G332410",53,109,65,0,6,10,2,3,22,2,1,1,18,9,14,18,20,10
"GRMZM2G033230",38,49,46,1,0,0,2,11,14,2,12,10,7,11,0,0,1,2
"GRMZM2G173195",6,0,0,132,151,137,196,143,214,199,381,165,313,260,268,163,161,219
"GRMZM2G380561",8,5,15,0,7,0,16,31,217,29,21,39,1,3,23,2,45,11
"GRMZM2G083016",3911,7068,4956,235,162,153,370,620,307,341,343,360,299,152,95,216,264,277
"GRMZM2G066041",0,0,1,209,25,121,479,336,251,383,456,371,221,208,182,216,243,269
"GRMZM2G066158",0,0,0,0,0,0,65,31,40,134,204,281,164,98,34,126,183,216
"GRMZM2G066204",0,0,0,0,0,0,0,5,0,0,0,0,85,26,42,95,43,24
"GRMZM2G174347",2,14,0,130,13,68,910,324,594,334,465,434,108,274,147,44,366,122
"GRMZM2G473111",8,20,0,0,0,3,0,1,0,0,14,0,12,5,4,7,11,5
"GRMZM2G089355",0,0,2,22,180,164,219,165,163,70,263,138,120,321,142,19,128,105
"GRMZM2G388371",13,14,13,581,229,275,375,442,212,321,372,419,173,80,55,99,100,38
"GRMZM2G179444",0,5,1,2,1,4,6,0,2,0,1,0,0,0,0,0,0,2
"GRMZM2G479869",0,0,0,8,0,0,14,11,16,7,10,5,9,2,11,7,8,6
"GRMZM2G410318",0,0,0,0,3,9,50,13,67,37,38,31,112,42,32,31,20,44
"GRMZM2G043069",232,292,279,20,68,73,48,0,6,4,0,5,3,0,0,25,0,0
"GRMZM2G042865",0,0,0,0,0,0,0,0,5,2,1,4,0,0,0,0,1,0
"GRMZM2G074631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G027530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G010927",0,0,1,15,12,32,14,0,0,9,9,2,9,4,2,3,2,0
"GRMZM2G366873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G082792",3,6,0,98,17,11,139,107,136,82,80,142,17,6,12,15,39,17
"GRMZM2G384755",4,0,5,0,0,25,26,2,3,6,2,19,0,22,3,20,4,15
"GRMZM2G082894",0,1,0,46,8,68,72,90,52,67,44,73,12,6,0,18,12,11
"GRMZM2G026452",13,10,13,20,6,48,9,17,5,13,12,12,39,62,32,26,36,30
"GRMZM2G100809",226,399,317,541,806,1631,673,1024,492,754,851,898,1004,677,541,591,502,405
"GRMZM2G402137",0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G157631",0,0,0,321,1,51,234,450,214,395,241,290,302,150,254,217,268,227
"GRMZM2G087426",0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
"GRMZM2G060327",115,274,147,55,72,53,15,104,36,29,48,55,58,100,95,31,57,93
"GRMZM2G060284",18313,21842,19045,719,2343,3285,1222,1714,807,1558,1503,1263,2271,1270,1609,1560,1159,1466
"GRMZM2G096600",8,2,2,71,50,9,405,403,314,632,749,716,1524,1356,1224,1190,1099,1144
"GRMZM2G096553",61,130,69,933,1477,1517,572,990,694,1474,1437,1393,3149,1952,2385,2522,1561,2117
"GRMZM2G173198",0,0,0,2,1,1,22,11,14,26,27,20,59,63,50,56,60,62
"GRMZM2G173137",21,46,20,80,219,297,40,50,30,91,108,73,630,388,424,540,314,470
"GRMZM2G060213",390,822,659,749,953,1616,1123,1498,1021,2047,1868,1777,4010,3578,3789,1644,2875,1810
"GRMZM2G527250",0,0,0,30,0,0,6,5,19,13,0,35,0,0,0,0,0,0
"GRMZM2G074648",15,28,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"GRMZM2G375222",488,772,946,2438,1383,1845,1765,2986,1423,1958,2220,2059,5222,3344,3089,3286,3323,2764
"GRMZM2G154936",0,0,3,2,4,0,124,29,47,34,56,55,2,2,4,0,1,6
"GRMZM2G035944",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G035651",34,68,36,548,1256,983,594,940,437,1255,1298,1060,1004,427,632,699,495,520
"AC209819.3_FG012",39,105,51,0,23,0,6,17,19,5,16,30,88,46,62,87,22,192
"GRMZM5G811797",6369,8571,6547,4336,6660,10724,3243,5265,2985,4956,4907,4968,7597,5492,5540,6295,4735,5393
"AC209819.3_FG010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC209819.3_FG003",0,16,7,23,800,494,19,17,6,463,170,41,6,33,0,15,10,45
"AC209819.3_FG005",1,0,2,0,0,6,0,8,0,0,0,27,16,7,4,10,4,0
"AC209819.3_FG006",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"AC209819.3_FG007",343,842,476,740,533,551,243,425,159,422,391,434,257,183,132,229,219,245
"AC209819.3_FG009",2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC209819.3_FG008",0,0,0,23,1,0,10,14,5,17,16,21,14,15,8,6,11,6
"GRMZM2G096115",1,7,3,1,0,11,47,47,60,156,119,79,94,68,20,69,110,146
"GRMZM2G091592",0,0,0,5,0,0,8,18,8,13,7,8,20,8,17,3,7,2
"GRMZM5G850924",0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0
"AC234149.1_FG002",0,0,0,0,0,0,1,9,14,18,31,16,9,7,0,4,1,23
"AC234149.1_FG001",6,0,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G073044",0,0,0,0,0,0,67,92,78,67,119,127,49,180,31,24,104,54
"GRMZM2G179264",7,29,15,5,0,2,3,30,0,1,4,22,20,2,0,0,0,0
"GRMZM2G179274",0,0,0,0,0,0,0,2,0,11,2,14,5,0,1,2,11,2
"GRMZM2G479987",163,243,274,0,1,59,112,126,105,197,146,104,46,142,121,54,87,81
"GRMZM2G068943",6030,9468,7586,537,221,136,876,802,359,769,720,782,731,312,375,865,525,511
"AC187243.3_FG005",0,0,0,0,0,0,7,0,0,0,14,0,0,12,0,0,0,0
"GRMZM2G180668",5,5,1,12,3,6,30,15,11,10,3,14,1,4,0,0,2,7
"GRMZM2G104283",301,322,501,33,591,526,376,512,238,451,300,134,271,439,588,241,436,174
"GRMZM2G350023",0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
"GRMZM2G136369",1499,2106,2114,515,465,630,431,380,167,526,402,483,1829,1035,1003,716,908,625
"GRMZM5G891056",2,4,1,27,23,27,63,124,16,46,90,72,64,72,89,66,88,78
"AC233864.1_FG002",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G892365",2,1,1,62,16,17,151,175,68,104,109,173,57,75,35,87,58,126
"AC233864.1_FG009",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AC233864.1_FG014",9,5,0,34,28,48,104,182,44,130,127,169,85,130,116,135,109,108
"GRMZM2G115346",0,0,0,1,1,0,0,0,1,6,0,2,0,0,0,0,0,0
"GRMZM2G415891",1,2,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"GRMZM2G115364",0,0,0,0,0,1,0,2,0,0,0,0,1,4,2,2,4,6
"GRMZM2G169236",2,4,2,1,2,1,5,4,1,6,1,0,1,1,0,1,0,1
"GRMZM2G162884",7,3,1,25,32,58,41,105,17,55,53,78,31,43,55,64,69,32
"GRMZM2G084477",342,511,416,44,40,51,78,166,90,143,201,124,98,68,75,75,47,30
"GRMZM2G127844",0,1,1,106,66,73,126,232,103,144,192,201,130,50,59,82,122,70
"GRMZM2G135381",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"GRMZM2G038082",0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0
"GRMZM2G330693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM5G802899",0,0,0,9,11,11,62,15,53,31,37,17,6,57,7,21,22,7
"GRMZM2G173700",0,1,2,54,176,145,406,327,263,619,536,493,1917,1615,1775,897,1302,1095
"GRMZM2G173710",170,157,206,14,246,175,3,7,36,10,8,15,148,51,92,94,47,76
"GRMZM2G071223",20,20,10,685,810,413,384,591,170,416,256,296,395,249,218,305,312,313
"GRMZM2G071339",0,0,0,0,0,0,300,52,293,197,199,164,9,8,7,1,27,3
"GRMZM2G163546",5,13,3,472,380,193,270,409,128,256,184,192,235,136,152,201,203,170
"GRMZM2G058690",0,0,0,1,0,0,51,95,75,100,51,48,21,14,7,29,21,7
"GRMZM2G058745",289,769,427,60,101,100,218,474,290,285,371,381,450,315,293,440,327,228
"GRMZM2G109842",814,1130,937,20,14,19,14,25,9,1,4,0,53,1,0,0,9,0
"GRMZM2G106819",0,0,0,97,46,30,961,790,585,281,248,433,59,192,42,46,162,37
"GRMZM2G106917",162,143,254,0,35,61,2,26,8,0,5,7,45,93,62,145,112,51
"GRMZM2G093418",0,0,0,0,0,0,3,28,6,2,1,0,0,0,0,0,0,0
"GRMZM2G093404",0,1,1,1,3,0,51,24,49,42,53,20,3,4,2,7,44,11
"GRMZM2G095807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G082707",1229,1797,1358,337,297,1570,672,438,320,723,669,947,278,217,95,184,223,193
"GRMZM2G319747",10491,15581,11814,2927,9685,8354,3393,4294,2522,3619,4374,4164,2683,2318,2108,2892,2602,2801
"GRMZM2G015433",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"GRMZM2G353822",0,0,0,0,4,2,0,0,0,0,6,0,0,0,0,0,0,0
"GRMZM5G855375",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GRMZM2G052200",0,0,1,51,130,112,163,130,141,208,222,178,58,101,138,66,108,61
